f_hz,mag,mag_db,phase_deg,re,im,n,drift
0.5,124.72867364174502,41.919326082064885,-89.5553425969719,0.9679765568326577,-124.72491751776933,10164,0.1898203365858354
0.5859557077796768,124.83116537100994,41.92646049842595,-72.70067379440827,37.120250486153175,-119.18433979231364,8553,0.12824136464998231
0.6866881829591639,79.68555208508641,38.02759171813028,-88.52459439388366,2.0517308336785685,-79.65913388740272,7287,-0.8033732705367781
0.8047377205395541,55.207619304072,34.83998039275856,-91.33960929133295,-1.2906692690525252,-55.1925303103714,6219,0.5444586812414125
0.9430813212315162,73.65666603184977,37.34424114437214,-111.28844020641422,-26.742028432756577,-68.6306663688259,5274,-0.25080583836632775
1.1052077661520117,59.74174746731514,35.525558434432455,-61.15306732656261,28.823679831851962,-52.32849960967108,4478,0.8552904340339783
1.295205597718395,57.371360975248415,35.173903048556845,-123.9150806139175,-32.01112847760149,-47.61051053856436,3898,-2.6567397903278533
1.5178662254625628,34.712662925730484,30.80975862294714,-80.9904078239755,5.435996652870319,-34.284382855541764,3384,2.426261840933413
1.7788047569115648,24.685282574441995,27.84876205976685,-35.98952807523193,19.973464701628018,-14.5059947467545,2846,3.2711030589510317
2.084601600675944,28.157666746866692,28.991933292822452,-125.71957664610738,-16.43897091679173,-22.860761838234477,2387,-0.5233359908494211
2.442968412725439,24.785528032282414,27.883963511475613,-86.7671523780232,1.3977526149452393,-24.74608428552831,1690,-5.621444230372354
2.862942570723856,17.517584261259625,24.86948430337458,-59.304919272608444,8.942185318920346,-15.063302429162615,1435,4.76729742450001
3.355115080722129,16.08252951277355,24.12708714078956,-98.37197399632706,-2.341602023189248,-15.911148779840767,1307,-2.232831110083134
3.931897663613605,17.22833977766375,24.724868566790708,-81.4597581607833,2.5584775851783657,-17.0373085885292,1051,2.9711186378074532
4.607835756799935,10.017406799967844,20.015106210618892,-95.87060191530949,-1.0246018834541042,-9.964869792248383,939,-3.5036939486960086
5.399975324416415,6.572213105721973,16.354232742060876,-74.79826031032538,1.7233557283057046,-6.342241728343345,768,7.998729181075948
6.328292726422421,5.268816262115151,14.434261076254218,-112.52436869693031,-2.0183588321030452,-4.866893509087774,699,-1.3534323797520595
7.416198487095661,2.020629361118681,6.109733185864093,-95.15100919838166,-0.18141415584295714,-2.0124691100920473,564,-4.766623083373025
8.691127667081414,0.728513797372269,-2.7512443736684773,-35.06854341839738,0.596263252076527,-0.4185719617758545,539,-2.184012108763915
10.185231727136438,4.508111916789069,13.079893782976484,23.508884227819248,4.1339306650994265,1.7982464543121512,504,11.57763702647368
11.936189331148503,6.199905756573099,15.847701758638184,41.3904907068595,4.65129835718664,4.099299328278079,507,0.18494502445438066
13.988156535450697,7.657076906536553,17.681260182094817,51.17659444977772,4.800390900133479,5.965490252991038,548,-6.0130208319395475
16.39288032652584,10.872581686537465,20.726653584745538,44.93454245171965,7.696854461123589,7.679287983577107,543,-2.589430203107126
19.21100358855398,11.652569976296789,21.32843439296491,51.03877915933833,7.32706906756635,9.060708908888184,532,8.277978321470162
22.51359440977812,19.763852485045728,25.917432074181903,41.28746473042762,14.85072698375816,13.040926849903173,502,4.80822594389525
26.383938294092225,20.75566910182201,26.34273476637965,28.26458649592811,18.28097505037574,9.828720724075366,516,-8.04543485650433
30.919638474260257,28.68520460068739,29.15315903774736,20.706176348227775,26.8323102472444,10.14239073290514,508,-2.7745876264558964
36.235077292953775,38.51399314970944,31.712370976442994,7.732396351745026,38.16379628778516,5.1819225428697635,529,4.414971942628254
42.464300723288055,60.84824874700584,35.68496166924891,-7.978033932704043,60.25931997669369,-8.445337857299844,528,7.485360208580459
49.76439877136659,99.07598434208708,39.91936791681152,-42.88199354300929,72.59860065790086,-67.42027777952359,503,-9.488860560751975
58.31946700861235,128.42611509584154,42.17306690593308,-132.41274430750838,-86.61912848977866,-94.81768621033498,518,-3.0007672622772654
68.34524913672996,52.40859699049112,34.38805067069998,178.83911784141745,-52.397840051903955,1.061789247828602,555,1.3023198914924052
80.09457766258186,30.264445041906026,29.61865429357037,151.066642298263,-26.48692813211521,14.64169634361791,507,8.7796882189929
93.86374988718484,14.964301341737345,23.501128903295317,129.3488107820151,-9.487963887431402,11.57189940835642,549,-9.786926554398269
109.99999999999997,8.318479757188328,18.400879282086123,106.00802641666017,-2.2940039140747857,7.995914676443312,518,-3.4466125107692727
