f_hz,mag,mag_db,phase_deg,re,im,n,drift
0.5,67.76345819868801,36.61991122811888,118.55618219311671,-32.392306406032574,59.519952559986464,7437,0.5343368537970572
0.7184675304806758,40.93061568597905,32.24096554866509,124.2261800481099,-23.021884667125327,33.84240131561137,5004,2.215238293262359
1.0323911847100016,15.559400311434308,23.839857088993934,176.29018155176252,-15.526796289646239,1.0067447696858673,3482,-2.251643306873582
1.483479089937228,10.821826044600032,20.686010971754772,175.58234822532046,-10.789675148184681,0.8335641164478188,2375,-1.4043350287615828
2.1316631165338413,3.400849899671646,10.631749285623675,-154.54907031657862,-3.0708098626721387,-1.4614741966289262,1727,-0.0014267455723407283
3.0630614703056196,1.7420402221198223,4.821163565017558,-52.87832179847547,1.0513381983559202,-1.389025603853654,1196,3.2580057812346612
4.401420420561974,10.35553580010606,20.30345148807468,-38.902675121792555,8.058821158907385,-6.503270195526621,814,2.6611831743771392
6.324555320336756,3.484059470876793,10.841711191082146,164.11062730027035,-3.35094090059037,0.953868689787478,581,2.5027051870175088
9.087975284781535,11.259085831931777,21.030062598468476,9.193960934491967,11.114441609598654,1.798944545456856,597,2.2590508826116356
13.058830319852811,12.169056688889604,21.705138284916874,-107.18538538524795,-3.5955227236837195,-11.625754041819516,583,0.649689987791191
18.764691141741643,14.634655675006524,23.307650175705326,57.485445308646476,7.866329902339059,12.340745544478544,615,-2.5752741439203852
26.96364260967947,28.144389079689578,28.98783652043302,63.9746997911104,12.348856921426927,25.290558898590522,580,-2.3518250978101842
38.745003437079866,50.757846972364966,34.110063841403594,82.22517807274123,6.8665309208715035,50.29124956076092,640,-2.2198368195131666
55.67405387580813,171.5878999156538,44.68973317781264,176.89282518122005,-171.33564691741455,9.300725394047532,620,-2.0969201793698704
79.99999999999999,32.54451509446673,30.249556100832752,-66.19825448942314,13.134093133397236,-29.776518606063075,621,-1.5793267704019398
